"MONTH;DAYOF WEEK;DEP DEL15;DEPTIMEBLK;DISTANCEGROUP;SEGMENTNUMBER;CONCURRENTFLIGHTS;NUMBEROFSEATS;CARRIERNAME;AIRPORTFLIGHTSMONTH;AIRLINEFLIGHTSMONTH;AIRLINEAIRPORTFLIGHTSMONTH;AVGMONTHLYPASSAIRPORT;AVGMONTHLYPASSAIRLINE;FLTATTENDANTSPERPASS;GROUNDSERVPERPASS;PLANEAGE;DEPARTINGAIRPORT;LATITUDE;LONGITUDE;PREVIOUSAIRPORT;PRCP;SNOW;SNWD;TMAX;AWND"
"1;5;0;1900-1959;5;5;14;160;American Airlines Inc.;4677;75506;726;573075;11744595;9.82082928995461e-05;0.00017728721959309724;2;Raleigh-Durham International;35.875;-78.782;Chicago O'Hare International;0.0;0.0;0.0;43.0;2.01"
"1;5;0;2100-2159;1;5;2;70;Comair Inc.;4677;22418;162;573075;1245396;0.0;8.999810569042966e-05;9;Raleigh-Durham International;35.875;-78.782;Ronald Reagan Washington National;0.0;0.0;0.0;43.0;2.01"
"1;5;0;1700-1759;3;5;11;100;JetBlue Airways;4677;23463;261;573075;3190369;0.0001600389254787507;0.00012686617611396965;13;Raleigh-Durham International;35.875;-78.782;Fort Lauderdale-Hollywood International;0.0;0.0;0.0;43.0;2.01"
"1;5;0;1300-1359;3;5;9;100;JetBlue Airways;4677;23463;261;573075;3190369;0.0001600389254787507;0.00012686617611396965;13;Raleigh-Durham International;35.875;-78.782;Logan International;0.0;0.0;0.0;43.0;2.01"
"1;5;0;1500-1559;3;5;10;100;JetBlue Airways;4677;23463;261;573075;3190369;0.0001600389254787507;0.00012686617611396965;10;Raleigh-Durham International;35.875;-78.782;Logan International;0.0;0.0;0.0;43.0;2.01"
"1;5;1;1800-1859;2;5;13;120;United Air Lines Inc.;4677;46218;375;573075;8501631;0.00025380424062159367;0.00022898547349326266;17;Raleigh-Durham International;35.875;-78.782;Newark Liberty International;0.0;0.0;0.0;43.0;2.01"
"1;5;0;1700-1759;3;5;11;110;Delta Air Lines Inc.;4677;73508;666;573075;12460183;0.0001441658849878598;0.0001486602009422039;18;Raleigh-Durham International;35.875;-78.782;Fort Lauderdale-Hollywood International;0.0;0.0;0.0;43.0;2.01"
"1;5;1;1900-1959;2;5;14;76;Endeavor Air Inc.;4677;19857;398;573075;1212846;0.0;9.351277617445623e-05;11;Raleigh-Durham International;35.875;-78.782;LaGuardia;0.0;0.0;0.0;43.0;2.01"
"1;5;0;1900-1959;2;5;14;143;Southwest Airlines Co.;4677;107363;853;573075;13382999;6.178236301460919e-05;9.889412309998219e-05;21;Raleigh-Durham International;35.875;-78.782;William P Hobby;0.0;0.0;0.0;43.0;2.01"
"1;5;1;1900-1959;2;5;14;143;Southwest Airlines Co.;4677;107363;853;573075;13382999;6.178236301460919e-05;9.889412309998219e-05;18;Raleigh-Durham International;35.875;-78.782;Kansas City International;0.0;0.0;0.0;43.0;2.01"
"1;5;0;1700-1759;5;5;11;143;Southwest Airlines Co.;4677;107363;853;573075;13382999;6.178236301460919e-05;9.889412309998219e-05;9;Raleigh-Durham International;35.875;-78.782;Atlanta Municipal;0.0;0.0;0.0;43.0;2.01"
"1;5;0;1800-1859;3;5;13;143;Southwest Airlines Co.;4677;107363;853;573075;13382999;6.178236301460919e-05;9.889412309998219e-05;18;Raleigh-Durham International;35.875;-78.782;Friendship International;0.0;0.0;0.0;43.0;2.01"
"1;5;1;1600-1659;3;5;10;143;Southwest Airlines Co.;4677;107363;853;573075;13382999;6.178236301460919e-05;9.889412309998219e-05;12;Raleigh-Durham International;35.875;-78.782;Tampa International;0.0;0.0;0.0;43.0;2.01"
"1;5;0;1500-1559;2;5;10;50;Endeavor Air Inc.;4677;19857;398;573075;1212846;0.0;9.351277617445623e-05;15;Raleigh-Durham International;35.875;-78.782;Indianapolis Muni/Weir Cook;0.0;0.0;0.0;43.0;2.01"
"1;5;1;1900-1959;2;5;14;70;""Midwest Airline; Inc."";4677;24623;583;573075;1529740;1.25293581928874e-06;0.00012382274422796983;14;Raleigh-Durham International;35.875;-78.782;Newark Liberty International;0.0;0.0;0.0;43.0;2.01"
"1;5;1;1600-1659;2;5;10;76;""Midwest Airline; Inc."";4677;24623;583;573075;1529740;1.25293581928874e-06;0.00012382274422796983;2;Raleigh-Durham International;35.875;-78.782;Newark Liberty International;0.0;0.0;0.0;43.0;2.01"
"1;5;0;1600-1659;3;5;10;69;""Midwest Airline; Inc."";4677;24623;583;573075;1529740;1.25293581928874e-06;0.00012382274422796983;14;Raleigh-Durham International;35.875;-78.782;Logan International;0.0;0.0;0.0;43.0;2.01"
"1;5;1;1500-1559;2;5;10;69;""Midwest Airline; Inc."";4677;24623;583;573075;1529740;1.25293581928874e-06;0.00012382274422796983;11;Raleigh-Durham International;35.875;-78.782;LaGuardia;0.0;0.0;0.0;43.0;2.01"
"1;5;0;1700-1759;3;5;11;110;Delta Air Lines Inc.;4677;73508;666;573075;12460183;0.0001441658849878598;0.0001486602009422039;18;Raleigh-Durham International;35.875;-78.782;Detroit Metro Wayne County;0.0;0.0;0.0;43.0;2.01"
"1;5;1;1700-1759;2;5;11;76;""Midwest Airline; Inc."";4677;24623;583;573075;1529740;1.25293581928874e-06;0.00012382274422796983;11;Raleigh-Durham International;35.875;-78.782;LaGuardia;0.0;0.0;0.0;43.0;2.01"
"1;5;1;1800-1859;2;5;13;76;""Midwest Airline; Inc."";4677;24623;583;573075;1529740;1.25293581928874e-06;0.00012382274422796983;5;Raleigh-Durham International;35.875;-78.782;LaGuardia;0.0;0.0;0.0;43.0;2.01"
"1;5;1;1500-1559;2;5;10;44;American Eagle Airlines Inc.;4677;23760;243;573075;1204766;0.00034840766560500434;0.00010686715174900371;18;Raleigh-Durham International;35.875;-78.782;LaGuardia;0.0;0.0;0.0;43.0;2.01"
"1;5;0;1800-1859;1;5;13;128;American Airlines Inc.;4677;75506;726;573075;11744595;9.82082928995461e-05;0.00017728721959309724;19;Raleigh-Durham International;35.875;-78.782;Douglas Municipal;0.0;0.0;0.0;43.0;2.01"
"1;5;0;1900-1959;1;5;14;150;American Airlines Inc.;4677;75506;726;573075;11744595;9.82082928995461e-05;0.00017728721959309724;18;Raleigh-Durham International;35.875;-78.782;Douglas Municipal;0.0;0.0;0.0;43.0;2.01"
"1;5;1;1400-1459;2;5;11;50;Endeavor Air Inc.;4677;19857;398;573075;1212846;0.0;9.351277617445623e-05;15;Raleigh-Durham International;35.875;-78.782;Philadelphia International;0.0;0.0;0.0;43.0;2.01"
"1;5;1;1800-1859;2;5;13;150;American Airlines Inc.;4677;75506;726;573075;11744595;9.82082928995461e-05;0.00017728721959309724;19;Raleigh-Durham International;35.875;-78.782;Philadelphia International;0.0;0.0;0.0;43.0;2.01"
"1;5;0;1800-1859;1;6;13;129;Comair Inc.;4677;22418;162;573075;1245396;0.0;8.999810569042966e-05;11;Raleigh-Durham International;35.875;-78.782;John F. Kennedy International;0.0;0.0;0.0;43.0;2.01"
"1;5;0;1800-1859;2;6;13;76;Endeavor Air Inc.;4677;19857;398;573075;1212846;0.0;9.351277617445623e-05;5;Raleigh-Durham International;35.875;-78.782;Ronald Reagan Washington National;0.0;0.0;0.0;43.0;2.01"
"1;5;0;2000-2059;3;6;6;76;Endeavor Air Inc.;4677;19857;398;573075;1212846;0.0;9.351277617445623e-05;5;Raleigh-Durham International;35.875;-78.782;John F. Kennedy International;0.0;0.0;0.0;43.0;2.01"
"1;5;0;1900-1959;3;6;14;110;Delta Air Lines Inc.;4677;73508;666;573075;12460183;0.0001441658849878598;0.0001486602009422039;20;Raleigh-Durham International;35.875;-78.782;Orlando International;0.0;0.0;0.0;43.0;2.01"
"1;5;0;2000-2059;3;6;6;100;JetBlue Airways;4677;23463;261;573075;3190369;0.0001600389254787507;0.00012686617611396965;6;Raleigh-Durham International;35.875;-78.782;Logan International;0.0;0.0;0.0;43.0;2.01"
"1;5;0;1800-1859;3;6;13;100;JetBlue Airways;4677;23463;261;573075;3190369;0.0001600389254787507;0.00012686617611396965;12;Raleigh-Durham International;35.875;-78.782;Logan International;0.0;0.0;0.0;43.0;2.01"
"1;5;1;2000-2059;2;6;6;186;Frontier Airlines Inc.;4677;9496;167;573075;1857122;0.00011572564827677376;7.134694872433899e-06;1;Raleigh-Durham International;35.875;-78.782;Mercer County;0.0;0.0;0.0;43.0;2.01"
"1;5;0;2000-2059;4;6;6;143;Southwest Airlines Co.;4677;107363;853;573075;13382999;6.178236301460919e-05;9.889412309998219e-05;15;Raleigh-Durham International;35.875;-78.782;Louis Armstrong New Orleans International;0.0;0.0;0.0;43.0;2.01"
"1;5;1;1800-1859;2;7;13;50;Endeavor Air Inc.;4677;19857;398;573075;1212846;0.0;9.351277617445623e-05;15;Raleigh-Durham International;35.875;-78.782;Friendship International;0.0;0.0;0.0;43.0;2.01"
"1;5;1;1900-1959;2;7;14;69;""Midwest Airline; Inc."";4677;24623;583;573075;1529740;1.25293581928874e-06;0.00012382274422796983;11;Raleigh-Durham International;35.875;-78.782;LaGuardia;0.0;0.0;0.0;43.0;2.01"
"1;5;0;2000-2059;3;7;6;143;Southwest Airlines Co.;4677;107363;853;573075;13382999;6.178236301460919e-05;9.889412309998219e-05;19;Raleigh-Durham International;35.875;-78.782;Friendship International;0.0;0.0;0.0;43.0;2.01"
"1;5;1;1900-1959;2;7;14;44;American Eagle Airlines Inc.;4677;23760;243;573075;1204766;0.00034840766560500434;0.00010686715174900371;16;Raleigh-Durham International;35.875;-78.782;John F. Kennedy International;0.0;0.0;0.0;43.0;2.01"
"1;5;0;1900-1959;2;7;14;50;Endeavor Air Inc.;4677;19857;398;573075;1212846;0.0;9.351277617445623e-05;15;Raleigh-Durham International;35.875;-78.782;Indianapolis Muni/Weir Cook;0.0;0.0;0.0;43.0;2.01"
"1;5;0;0700-0759;6;1;13;132;Delta Air Lines Inc.;4308;73508;545;477995;12460183;0.0001441658849878598;0.0001486602009422039;19;Kansas City International;39.298;-94.714;NONE;0.62;2.1;0.0;39.0;9.17"
"1;5;0;0800-0859;4;1;11;110;Delta Air Lines Inc.;4308;73508;545;477995;12460183;0.0001441658849878598;0.0001486602009422039;20;Kansas City International;39.298;-94.714;NONE;0.62;2.1;0.0;39.0;9.17"
"1;5;0;0600-0659;2;1;14;180;Delta Air Lines Inc.;4308;73508;545;477995;12460183;0.0001441658849878598;0.0001486602009422039;4;Kansas City International;39.298;-94.714;NONE;0.62;2.1;0.0;39.0;9.17"
"1;5;0;0600-0659;3;1;14;110;Delta Air Lines Inc.;4308;73508;545;477995;12460183;0.0001441658849878598;0.0001486602009422039;18;Kansas City International;39.298;-94.714;NONE;0.62;2.1;0.0;39.0;9.17"
"1;5;0;0800-0859;3;1;11;180;Delta Air Lines Inc.;4308;73508;545;477995;12460183;0.0001441658849878598;0.0001486602009422039;5;Kansas City International;39.298;-94.714;NONE;0.62;2.1;0.0;39.0;9.17"
"1;5;0;0001-0559;3;1;6;180;Delta Air Lines Inc.;4308;73508;545;477995;12460183;0.0001441658849878598;0.0001486602009422039;6;Kansas City International;39.298;-94.714;NONE;0.62;2.1;0.0;39.0;9.17"
"1;5;0;0700-0759;3;1;13;180;Delta Air Lines Inc.;4308;73508;545;477995;12460183;0.0001441658849878598;0.0001486602009422039;5;Kansas City International;39.298;-94.714;NONE;0.62;2.1;0.0;39.0;9.17"
"1;5;0;0001-0559;6;1;6;76;""Midwest Airline; Inc."";4308;24623;348;477995;1529740;1.25293581928874e-06;0.00012382274422796983;5;Kansas City International;39.298;-94.714;NONE;0.62;2.1;0.0;39.0;9.17"
"1;5;0;0001-0559;4;1;6;76;""Midwest Airline; Inc."";4308;24623;348;477995;1529740;1.25293581928874e-06;0.00012382274422796983;12;Kansas City International;39.298;-94.714;NONE;0.62;2.1;0.0;39.0;9.17"
"1;5;0;0600-0659;6;1;14;76;""Midwest Airline; Inc."";4308;24623;348;477995;1529740;1.25293581928874e-06;0.00012382274422796983;11;Kansas City International;39.298;-94.714;NONE;0.62;2.1;0.0;39.0;9.17"
"1;5;0;0800-0859;4;1;11;66;Mesa Airlines Inc.;4308;17869;113;477995;1191889;0.0;9.131157116170832e-05;13;Kansas City International;39.298;-94.714;NONE;0.62;2.1;0.0;39.0;9.17"
"1;5;0;0700-0759;6;1;13;76;SkyWest Airlines Inc.;4308;62105;269;477995;3472966;3.419267401443636e-05;9.900278805864171e-05;4;Kansas City International;39.298;-94.714;NONE;0.62;2.1;0.0;39.0;9.17"
"1;5;0;0800-0859;6;1;11;76;SkyWest Airlines Inc.;4308;62105;269;477995;3472966;3.419267401443636e-05;9.900278805864171e-05;4;Kansas City International;39.298;-94.714;NONE;0.62;2.1;0.0;39.0;9.17"
"1;5;1;0600-0659;5;1;14;76;Endeavor Air Inc.;4308;19857;95;477995;1212846;0.0;9.351277617445623e-05;12;Kansas City International;39.298;-94.714;NONE;0.62;2.1;0.0;39.0;9.17"
"1;5;0;0800-0859;6;1;11;182;Spirit Air Lines;4308;15023;131;477995;2688839;9.173723925704242e-06;0.00012465107307156237;3;Kansas City International;39.298;-94.714;NONE;0.62;2.1;0.0;39.0;9.17"
"1;5;0;0700-0759;2;1;13;160;American Airlines Inc.;4308;75506;396;477995;11744595;9.82082928995461e-05;0.00017728721959309724;8;Kansas City International;39.298;-94.714;NONE;0.62;2.1;0.0;39.0;9.17"
"1;5;0;0001-0559;5;1;6;160;American Airlines Inc.;4308;75506;396;477995;11744595;9.82082928995461e-05;0.00017728721959309724;19;Kansas City International;39.298;-94.714;NONE;0.62;2.1;0.0;39.0;9.17"
"1;5;0;0600-0659;2;1;14;160;American Airlines Inc.;4308;75506;396;477995;11744595;9.82082928995461e-05;0.00017728721959309724;7;Kansas City International;39.298;-94.714;NONE;0.62;2.1;0.0;39.0;9.17"
"1;5;0;0700-0759;6;1;13;157;Alaska Airlines Inc.;4308;20315;58;477995;2884187;3.233146156611231e-05;0.00017460144972655646;13;Kansas City International;39.298;-94.714;NONE;0.62;2.1;0.0;39.0;9.17"
"1;5;0;0800-0859;3;1;11;129;Atlantic Southeast Airlines;4308;12231;73;477995;473794;0.0;0.0001998053656534928;11;Kansas City International;39.298;-94.714;NONE;0.62;2.1;0.0;39.0;9.17"
"1;5;0;1000-1059;2;1;9;120;United Air Lines Inc.;4308;46218;158;477995;8501631;0.00025380424062159367;0.00022898547349326266;18;Kansas City International;39.298;-94.714;NONE;0.62;2.1;0.0;39.0;9.17"
"1;5;0;0600-0659;3;1;14;120;United Air Lines Inc.;4308;46218;158;477995;8501631;0.00025380424062159367;0.00022898547349326266;21;Kansas City International;39.298;-94.714;NONE;0.62;2.1;0.0;39.0;9.17"
"1;5;0;0700-0759;3;1;13;120;United Air Lines Inc.;4308;46218;158;477995;8501631;0.00025380424062159367;0.00022898547349326266;21;Kansas City International;39.298;-94.714;NONE;0.62;2.1;0.0;39.0;9.17"
"1;5;0;0001-0559;2;1;6;160;American Airlines Inc.;4308;75506;396;477995;11744595;9.82082928995461e-05;0.00017728721959309724;18;Kansas City International;39.298;-94.714;NONE;0.62;2.1;0.0;39.0;9.17"
"1;5;0;0700-0759;2;1;13;143;Southwest Airlines Co.;4308;107363;1943;477995;13382999;6.178236301460919e-05;9.889412309998219e-05;15;Kansas City International;39.298;-94.714;NONE;0.62;2.1;0.0;39.0;9.17"
"1;5;0;0700-0759;5;1;13;175;Southwest Airlines Co.;4308;107363;1943;477995;13382999;6.178236301460919e-05;9.889412309998219e-05;6;Kansas City International;39.298;-94.714;NONE;0.62;2.1;0.0;39.0;9.17"
"1;5;0;0700-0759;3;1;13;143;Southwest Airlines Co.;4308;107363;1943;477995;13382999;6.178236301460919e-05;9.889412309998219e-05;18;Kansas City International;39.298;-94.714;NONE;0.62;2.1;0.0;39.0;9.17"
"1;5;0;0700-0759;2;1;13;175;Southwest Airlines Co.;4308;107363;1943;477995;13382999;6.178236301460919e-05;9.889412309998219e-05;4;Kansas City International;39.298;-94.714;NONE;0.62;2.1;0.0;39.0;9.17"
"1;5;0;0800-0859;6;1;11;143;Southwest Airlines Co.;4308;107363;1943;477995;13382999;6.178236301460919e-05;9.889412309998219e-05;17;Kansas City International;39.298;-94.714;NONE;0.62;2.1;0.0;39.0;9.17"
"1;5;0;0600-0659;5;1;14;143;Southwest Airlines Co.;4308;107363;1943;477995;13382999;6.178236301460919e-05;9.889412309998219e-05;13;Kansas City International;39.298;-94.714;NONE;0.62;2.1;0.0;39.0;9.17"
"1;5;0;0700-0759;5;1;13;143;Southwest Airlines Co.;4308;107363;1943;477995;13382999;6.178236301460919e-05;9.889412309998219e-05;12;Kansas City International;39.298;-94.714;NONE;0.62;2.1;0.0;39.0;9.17"
"1;5;0;0700-0759;6;1;13;143;Southwest Airlines Co.;4308;107363;1943;477995;13382999;6.178236301460919e-05;9.889412309998219e-05;19;Kansas City International;39.298;-94.714;NONE;0.62;2.1;0.0;39.0;9.17"
"1;5;0;0600-0659;1;1;14;143;Southwest Airlines Co.;4308;107363;1943;477995;13382999;6.178236301460919e-05;9.889412309998219e-05;19;Kansas City International;39.298;-94.714;NONE;0.62;2.1;0.0;39.0;9.17"
"1;5;0;0600-0659;3;1;14;143;Southwest Airlines Co.;4308;107363;1943;477995;13382999;6.178236301460919e-05;9.889412309998219e-05;15;Kansas City International;39.298;-94.714;NONE;0.62;2.1;0.0;39.0;9.17"
"1;5;0;0600-0659;4;1;14;175;Southwest Airlines Co.;4308;107363;1943;477995;13382999;6.178236301460919e-05;9.889412309998219e-05;1;Kansas City International;39.298;-94.714;NONE;0.62;2.1;0.0;39.0;9.17"
"1;5;0;1100-1159;3;1;11;143;Southwest Airlines Co.;4308;107363;1943;477995;13382999;6.178236301460919e-05;9.889412309998219e-05;11;Kansas City International;39.298;-94.714;NONE;0.62;2.1;0.0;39.0;9.17"
"1;5;0;0600-0659;3;1;14;143;Southwest Airlines Co.;4308;107363;1943;477995;13382999;6.178236301460919e-05;9.889412309998219e-05;17;Kansas City International;39.298;-94.714;NONE;0.62;2.1;0.0;39.0;9.17"
"1;5;0;0001-0559;2;1;6;143;Southwest Airlines Co.;4308;107363;1943;477995;13382999;6.178236301460919e-05;9.889412309998219e-05;8;Kansas City International;39.298;-94.714;NONE;0.62;2.1;0.0;39.0;9.17"
"1;5;0;0600-0659;2;1;14;70;""Midwest Airline; Inc."";4308;24623;348;477995;1529740;1.25293581928874e-06;0.00012382274422796983;14;Kansas City International;39.298;-94.714;NONE;0.62;2.1;0.0;39.0;9.17"
"1;5;0;0600-0659;5;1;14;76;""Midwest Airline; Inc."";4308;24623;348;477995;1529740;1.25293581928874e-06;0.00012382274422796983;4;Kansas City International;39.298;-94.714;NONE;0.62;2.1;0.0;39.0;9.17"
"1;5;0;0700-0759;4;1;13;160;American Airlines Inc.;4308;75506;396;477995;11744595;9.82082928995461e-05;0.00017728721959309724;19;Kansas City International;39.298;-94.714;NONE;0.62;2.1;0.0;39.0;9.17"
"1;5;0;0600-0659;5;1;14;99;American Airlines Inc.;4308;75506;396;477995;11744595;9.82082928995461e-05;0.00017728721959309724;13;Kansas City International;39.298;-94.714;NONE;0.62;2.1;0.0;39.0;9.17"
"1;5;0;1400-1459;3;2;14;129;Atlantic Southeast Airlines;4308;12231;73;477995;473794;0.0;0.0001998053656534928;11;Kansas City International;39.298;-94.714;Houston Intercontinental;0.62;2.1;0.0;39.0;9.17"
"1;5;0;1300-1359;3;2;5;142;United Air Lines Inc.;4308;46218;158;477995;8501631;0.00025380424062159367;0.00022898547349326266;23;Kansas City International;39.298;-94.714;Stapleton International;0.62;2.1;0.0;39.0;9.17"
"1;5;1;1700-1759;3;2;15;142;United Air Lines Inc.;4308;46218;158;477995;8501631;0.00025380424062159367;0.00022898547349326266;25;Kansas City International;39.298;-94.714;Stapleton International;0.62;2.1;0.0;39.0;9.17"
"1;5;1;1000-1059;2;2;9;65;American Eagle Airlines Inc.;4308;23760;107;477995;1204766;0.00034840766560500434;0.00010686715174900371;8;Kansas City International;39.298;-94.714;Chicago O'Hare International;0.62;2.1;0.0;39.0;9.17"
"1;5;1;0900-0959;5;2;8;76;Endeavor Air Inc.;4308;19857;95;477995;1212846;0.0;9.351277617445623e-05;11;Kansas City International;39.298;-94.714;Cincinnati/Northern Kentucky International;0.62;2.1;0.0;39.0;9.17"
"1;5;0;1100-1159;5;2;11;145;Spirit Air Lines;4308;15023;131;477995;2688839;9.173723925704242e-06;0.00012465107307156237;12;Kansas City International;39.298;-94.714;Fort Lauderdale-Hollywood International;0.62;2.1;0.0;39.0;9.17"
"1;5;0;1000-1059;3;2;9;180;Delta Air Lines Inc.;4308;73508;545;477995;12460183;0.0001441658849878598;0.0001486602009422039;1;Kansas City International;39.298;-94.714;Atlanta Municipal;0.62;2.1;0.0;39.0;9.17"
"1;5;1;1700-1759;4;2;15;132;Delta Air Lines Inc.;4308;73508;545;477995;12460183;0.0001441658849878598;0.0001486602009422039;17;Kansas City International;39.298;-94.714;Salt Lake City International;0.62;2.1;0.0;39.0;9.17"
"1;5;0;1400-1459;5;2;14;128;American Airlines Inc.;4308;75506;396;477995;11744595;9.82082928995461e-05;0.00017728721959309724;14;Kansas City International;39.298;-94.714;Phoenix Sky Harbor International;0.62;2.1;0.0;39.0;9.17"
"1;5;0;0900-0959;3;2;8;175;Southwest Airlines Co.;4308;107363;1943;477995;13382999;6.178236301460919e-05;9.889412309998219e-05;2;Kansas City International;39.298;-94.714;Logan International;0.62;2.1;0.0;39.0;9.17"
"1;5;0;1500-1559;3;2;11;143;Southwest Airlines Co.;4308;107363;1943;477995;13382999;6.178236301460919e-05;9.889412309998219e-05;13;Kansas City International;39.298;-94.714;Stapleton International;0.62;2.1;0.0;39.0;9.17"
"1;5;0;0800-0859;2;2;11;143;Southwest Airlines Co.;4308;107363;1943;477995;13382999;6.178236301460919e-05;9.889412309998219e-05;10;Kansas City International;39.298;-94.714;Chicago Midway International;0.62;2.1;0.0;39.0;9.17"
"1;5;0;0800-0859;2;2;11;143;Southwest Airlines Co.;4308;107363;1943;477995;13382999;6.178236301460919e-05;9.889412309998219e-05;20;Kansas City International;39.298;-94.714;Dallas Love Field;0.62;2.1;0.0;39.0;9.17"
"1;5;0;0800-0859;4;2;11;143;Southwest Airlines Co.;4308;107363;1943;477995;13382999;6.178236301460919e-05;9.889412309998219e-05;14;Kansas City International;39.298;-94.714;Lambert-St. Louis International;0.62;2.1;0.0;39.0;9.17"
"1;5;0;0900-0959;3;2;8;143;Southwest Airlines Co.;4308;107363;1943;477995;13382999;6.178236301460919e-05;9.889412309998219e-05;8;Kansas City International;39.298;-94.714;Stapleton International;0.62;2.1;0.0;39.0;9.17"
"1;5;0;0900-0959;5;2;8;175;Southwest Airlines Co.;4308;107363;1943;477995;13382999;6.178236301460919e-05;9.889412309998219e-05;2;Kansas City International;39.298;-94.714;Orlando International;0.62;2.1;0.0;39.0;9.17"
"1;5;0;0900-0959;2;2;8;143;Southwest Airlines Co.;4308;107363;1943;477995;13382999;6.178236301460919e-05;9.889412309998219e-05;15;Kansas City International;39.298;-94.714;Chicago Midway International;0.62;2.1;0.0;39.0;9.17"
"1;5;0;1000-1059;2;2;9;175;Southwest Airlines Co.;4308;107363;1943;477995;13382999;6.178236301460919e-05;9.889412309998219e-05;1;Kansas City International;39.298;-94.714;Southwest Florida International;0.62;2.1;0.0;39.0;9.17"
"1;5;0;0800-0859;2;2;11;143;Southwest Airlines Co.;4308;107363;1943;477995;13382999;6.178236301460919e-05;9.889412309998219e-05;15;Kansas City International;39.298;-94.714;Indianapolis Muni/Weir Cook;0.62;2.1;0.0;39.0;9.17"
"1;5;0;1000-1059;6;2;9;143;Southwest Airlines Co.;4308;107363;1943;477995;13382999;6.178236301460919e-05;9.889412309998219e-05;15;Kansas City International;39.298;-94.714;Tampa International;0.62;2.1;0.0;39.0;9.17"
"1;5;0;1000-1059;5;2;9;143;Southwest Airlines Co.;4308;107363;1943;477995;13382999;6.178236301460919e-05;9.889412309998219e-05;18;Kansas City International;39.298;-94.714;Chicago Midway International;0.62;2.1;0.0;39.0;9.17"
"1;5;0;1400-1459;3;2;14;143;Southwest Airlines Co.;4308;107363;1943;477995;13382999;6.178236301460919e-05;9.889412309998219e-05;11;Kansas City International;39.298;-94.714;San Diego International Lindbergh Fl;0.62;2.1;0.0;39.0;9.17"
"1;5;0;1000-1059;5;2;9;143;Southwest Airlines Co.;4308;107363;1943;477995;13382999;6.178236301460919e-05;9.889412309998219e-05;19;Kansas City International;39.298;-94.714;Atlanta Municipal;0.62;2.1;0.0;39.0;9.17"
"1;5;0;0900-0959;2;2;8;76;Mesa Airlines Inc.;4308;17869;113;477995;1191889;0.0;9.131157116170832e-05;13;Kansas City International;39.298;-94.714;Dallas Fort Worth Regional;0.62;2.1;0.0;39.0;9.17"
"1;5;0;1200-1259;5;3;10;70;""Midwest Airline; Inc."";4308;24623;348;477995;1529740;1.25293581928874e-06;0.00012382274422796983;15;Kansas City International;39.298;-94.714;Chicago O'Hare International;0.62;2.1;0.0;39.0;9.17"
"1;5;0;1100-1159;2;3;11;76;""Midwest Airline; Inc."";4308;24623;348;477995;1529740;1.25293581928874e-06;0.00012382274422796983;2;Kansas City International;39.298;-94.714;Newark Liberty International;0.62;2.1;0.0;39.0;9.17"
"1;5;0;1200-1259;3;3;10;149;Delta Air Lines Inc.;4308;73508;545;477995;12460183;0.0001441658849878598;0.0001486602009422039;28;Kansas City International;39.298;-94.714;Atlanta Municipal;0.62;2.1;0.0;39.0;9.17"
"1;5;0;0900-0959;2;3;8;132;Delta Air Lines Inc.;4308;73508;545;477995;12460183;0.0001441658849878598;0.0001486602009422039;17;Kansas City International;39.298;-94.714;Minneapolis-St Paul International;0.62;2.1;0.0;39.0;9.17"
"1;5;0;1500-1559;2;3;11;132;Delta Air Lines Inc.;4308;73508;545;477995;12460183;0.0001441658849878598;0.0001486602009422039;18;Kansas City International;39.298;-94.714;Minneapolis-St Paul International;0.62;2.1;0.0;39.0;9.17"
"1;5;0;1300-1359;3;3;5;110;Delta Air Lines Inc.;4308;73508;545;477995;12460183;0.0001441658849878598;0.0001486602009422039;17;Kansas City International;39.298;-94.714;Salt Lake City International;0.62;2.1;0.0;39.0;9.17"
"1;5;0;1700-1759;3;3;15;180;Delta Air Lines Inc.;4308;73508;545;477995;12460183;0.0001441658849878598;0.0001486602009422039;3;Kansas City International;39.298;-94.714;Atlanta Municipal;0.62;2.1;0.0;39.0;9.17"
"1;5;0;1400-1459;4;3;14;110;Delta Air Lines Inc.;4308;73508;545;477995;12460183;0.0001441658849878598;0.0001486602009422039;17;Kansas City International;39.298;-94.714;Detroit Metro Wayne County;0.62;2.1;0.0;39.0;9.17"
"1;5;0;1500-1559;6;3;11;132;Delta Air Lines Inc.;4308;73508;545;477995;12460183;0.0001441658849878598;0.0001486602009422039;18;Kansas City International;39.298;-94.714;Los Angeles International;0.62;2.1;0.0;39.0;9.17"
"1;5;1;1700-1759;6;3;15;76;SkyWest Airlines Inc.;4308;62105;269;477995;3472966;3.419267401443636e-05;9.900278805864171e-05;1;Kansas City International;39.298;-94.714;San Francisco International;0.62;2.1;0.0;39.0;9.17"
"1;5;1;1400-1459;5;3;14;70;SkyWest Airlines Inc.;4308;62105;269;477995;3472966;3.419267401443636e-05;9.900278805864171e-05;1;Kansas City International;39.298;-94.714;LaGuardia;0.62;2.1;0.0;39.0;9.17"
"1;5;0;1700-1759;5;3;15;70;SkyWest Airlines Inc.;4308;62105;269;477995;3472966;3.419267401443636e-05;9.900278805864171e-05;1;Kansas City International;39.298;-94.714;LaGuardia;0.62;2.1;0.0;39.0;9.17"
